Animal Number,Group Number,Device Name,Days In Milk,Lactation Number,Date,Begin Time,End Time,Milk duration (mm:ss),Yield,Yield LF,Yield LR,Yield RF,Yield RR,Expected Yield/Hour LR,Expected Yield/Hour RF,Expected Yield/Hour RR,Expected Yield/Hour LF,Interval,Last Milking Interval,Conductivity RR,Conductivity RF,Conductivity LR,Conductivity LF,Total Conductivity,Mean Flow LR,Mean Flow LF,Mean Flow RR,Mean Flow RF,Peak Flow LF,Peak Flow LR,Peak Flow RF,Peak Flow RR,MDi,Kickoff LF,Kickoff LR,Kickoff RF,Kickoff RR,Blood RF,Blood RR,Blood LF,Blood LR,Total Blood,Teats Not Found,Smart Pulsation Ratio,Incomplete
7413,1,VMS 1 Fred,195,3,4/7/2021,4/7/2021 6:45 PM,6:50 PM,04:48,26.04,5.86,8.47,4.61,7.10,1.55,0.88,1.39,1.04,05:01:46,05:06:34,4.61,4.76,4.71,4.49,18.56,3.44,4.50,3.70,3.70,6.61,5.03,5.03,5.16,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7501,1,VMS 1 Fred,174,3,4/9/2021,4/9/2021 6:44 PM,6:50 PM,05:34,30.89,5.27,7.98,7.83,9.81,1.40,1.31,1.59,0.60,05:01:19,05:06:53,3.99,4.15,4.05,4.63,16.82,3.97,2.51,4.63,3.04,3.70,5.03,4.23,5.95,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
18075,1,VMS 2 Ethel,277,2,4/7/2021,4/7/2021 11:43 PM,11:50 PM,07:11,28.13,5.64,10.82,4.81,6.86,1.26,0.88,1.31,1.08,05:00:07,05:07:18,4.38,4.44,4.70,4.44,17.95,3.57,3.17,3.17,2.65,4.10,5.03,3.70,4.10,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7514,1,VMS 2 Ethel,187,3,4/12/2021,4/12/2021 6:43 PM,6:49 PM,05:43,25.97,2.62,7.80,4.59,10.96,1.54,0.90,1.91,0.53,05:02:06,05:07:49,4.39,4.66,4.63,4.74,18.42,2.51,1.06,3.44,2.25,2.12,3.57,3.31,4.37,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
6345,1,VMS 1 Fred,78,5,4/12/2021,4/12/2021 9:11 PM,9:19 PM,07:26,30.73,7.14,9.52,8.20,5.86,1.86,1.36,1.38,1.12,05:00:36,05:08:02,5.00,5.01,5.04,4.91,19.96,2.78,1.85,1.19,2.78,2.65,3.70,4.23,1.85,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8101,1,VMS 2 Ethel,13,2,4/10/2021,4/10/2021 12:45 PM,12:52 PM,07:27,25.24,6.35,6.48,5.64,6.77,1.03,0.91,1.10,0.98,05:00:44,05:08:11,3.91,4.23,4.21,4.06,16.41,3.04,3.97,2.91,3.70,5.03,5.16,5.03,4.10,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
8179,1,VMS 2 Ethel,107,2,4/10/2021,4/10/2021 2:50 AM,2:56 AM,06:23,25.57,6.37,6.39,6.37,6.44,1.15,1.10,1.13,1.13,05:02:02,05:08:25,4.10,4.10,4.18,4.10,16.48,3.04,2.78,2.65,2.78,3.70,4.10,3.97,3.57,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7268,1,VMS 1 Fred,246,3,4/8/2021,4/8/2021 11:23 PM,11:31 PM,07:45,15.67,5.71,4.45,1.54,3.97,1.04,0.78,0.94,0.84,05:00:51,05:08:36,4.07,4.09,3.80,4.57,16.52,2.51,1.85,2.51,1.98,3.04,3.44,3.57,3.57,1.3,Unchecked,Unchecked,Checked,Checked,0,0,0,0,0,,65,"RF, RR"
7315,1,VMS 2 Ethel,147,3,4/7/2021,4/7/2021 1:14 PM,1:19 PM,04:46,26.21,6.37,5.20,7.63,7.01,1.12,1.38,1.32,1.17,05:03:57,05:08:43,4.51,4.53,4.23,4.55,17.82,2.51,3.70,3.57,4.23,5.03,3.84,5.56,4.89,1.0,Unchecked,Unchecked,Checked,Unchecked,0,0,0,0,0,,65,
7514,1,VMS 1 Fred,181,3,4/6/2021,4/6/2021 6:22 PM,6:27 PM,05:25,24.98,3.99,7.47,4.30,9.22,1.51,0.87,1.82,0.67,05:03:45,05:09:10,4.59,4.78,4.73,5.27,19.36,2.78,1.85,3.57,2.12,2.78,4.10,3.31,4.76,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7346,1,VMS 1 Fred,154,3,4/10/2021,4/10/2021 2:55 AM,3:05 AM,09:24,30.62,6.53,7.58,5.91,10.60,1.54,1.15,1.86,1.22,04:59:46,05:09:10,4.14,3.88,3.99,4.07,16.08,1.59,1.46,1.72,1.32,2.12,2.65,2.38,3.17,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
7094,1,VMS 2 Ethel,190,3,4/11/2021,4/11/2021 6:01 AM,6:08 AM,06:57,31.97,8.09,7.52,9.02,7.34,1.20,1.29,1.30,1.25,05:02:13,05:09:10,4.64,4.32,4.86,4.67,18.49,3.17,3.70,3.31,3.70,4.63,4.23,4.89,4.23,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
6643,1,VMS 1 Fred,21,5,4/7/2021,4/7/2021 7:55 PM,8:01 PM,06:16,30.71,6.44,7.65,7.19,9.44,1.32,1.29,1.66,0.93,05:03:08,05:09:24,4.27,4.29,4.17,4.48,17.22,1.98,1.85,2.65,2.12,3.17,3.31,3.17,3.70,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7471,1,VMS 1 Fred,268,3,4/6/2021,4/6/2021 4:54 AM,5:05 AM,11:23,17.00,5.64,0.00,2.62,8.73,0.08,0.48,1.44,1.12,04:58:02,05:09:25,4.28,4.44,0.00,4.24,12.95,0.00,3.97,3.44,2.91,5.29,0.00,4.10,4.37,1.0,Unchecked,Unchecked,Checked,Unchecked,0,0,0,0,0,LR,70,LR
7494,1,VMS 1 Fred,112,3,4/7/2021,4/7/2021 2:45 AM,2:51 AM,06:04,16.95,5.71,0.00,5.93,5.31,0.40,0.95,1.16,1.05,05:03:46,05:09:50,4.45,4.43,0.00,4.34,13.23,0.00,2.51,2.12,2.25,4.10,0.00,2.78,3.44,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,LR,74,LR
7064,1,VMS 1 Fred,66,4,4/7/2021,4/7/2021 10:26 PM,10:32 PM,06:11,33.51,7.23,9.28,7.96,9.04,1.69,1.46,1.75,1.39,05:03:46,05:09:57,4.25,4.24,4.25,4.28,17.02,2.91,2.25,2.51,2.51,3.17,3.97,3.70,3.84,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
8645,1,VMS 2 Ethel,56,1,4/9/2021,4/9/2021 11:48 PM,11:54 PM,05:53,13.01,3.75,,3.92,5.34,0.00,0.78,1.05,0.74,05:04:04,05:09:57,4.03,3.96,,3.89,11.89,,1.72,2.12,1.72,2.65,,2.51,3.17,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,,0,,74,
6643,1,VMS 2 Ethel,20,5,4/6/2021,4/6/2021 7:53 PM,7:59 PM,06:06,27.07,3.90,7.17,7.08,8.93,1.28,1.26,1.62,0.82,05:03:58,05:10:04,4.19,4.34,4.20,4.42,17.15,1.98,1.72,2.65,2.12,2.65,3.17,3.17,3.70,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
8645,1,VMS 1 Fred,54,1,4/7/2021,4/7/2021 5:57 PM,6:02 PM,05:12,13.56,3.99,,4.08,5.49,0.00,0.80,1.07,0.75,05:05:10,05:10:22,4.00,3.89,,3.82,11.70,,1.72,1.98,1.59,2.65,,2.38,2.91,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,,0,,70,
7209,1,VMS 2 Ethel,70,4,4/11/2021,4/11/2021 9:56 AM,10:02 AM,06:36,32.25,7.67,8.07,9.63,6.88,1.21,1.39,1.07,1.21,05:04:16,05:10:52,4.84,4.73,4.86,4.74,19.16,2.78,3.04,2.65,2.51,4.10,4.63,3.44,3.97,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
7413,1,VMS 2 Ethel,196,3,4/8/2021,4/8/2021 11:52 PM,11:57 PM,04:47,26.68,5.67,8.29,5.14,7.58,1.54,0.88,1.40,1.03,05:06:09,05:10:56,4.70,4.70,4.73,4.56,18.69,3.44,3.84,3.57,3.70,5.29,4.63,4.89,4.50,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8129,1,VMS 2 Ethel,24,2,4/8/2021,4/8/2021 7:43 AM,7:49 AM,05:48,26.41,6.92,6.19,6.37,6.92,1.17,1.18,1.20,1.22,05:05:14,05:11:02,4.25,4.36,4.34,4.20,17.15,2.65,2.25,2.25,2.38,3.31,3.44,3.57,3.17,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7094,1,VMS 2 Ethel,186,3,4/7/2021,4/7/2021 12:36 AM,12:43 AM,06:20,29.85,8.05,7.21,8.14,6.46,1.20,1.29,1.22,1.20,05:04:47,05:11:07,4.44,4.30,4.67,4.49,17.89,3.44,3.57,3.57,3.31,5.29,4.76,4.37,4.37,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7553,1,VMS 1 Fred,91,3,4/11/2021,4/11/2021 1:20 PM,1:27 PM,06:35,26.63,6.55,9.68,3.53,6.88,1.77,0.73,1.36,1.24,05:04:36,05:11:11,4.98,4.84,4.79,4.69,19.29,2.38,2.78,2.78,1.59,4.10,3.44,2.38,3.97,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8090,1,VMS 1 Fred,82,2,4/6/2021,4/6/2021 6:08 PM,6:13 PM,05:46,30.12,6.24,8.69,6.83,8.36,1.41,1.17,1.42,0.99,05:05:50,05:11:36,4.45,4.98,4.59,4.87,18.89,3.04,3.84,3.57,3.97,4.89,4.37,5.03,4.63,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7362,1,VMS 1 Fred,81,3,4/8/2021,4/8/2021 5:22 PM,5:27 PM,05:31,25.57,5.14,7.61,5.27,7.56,1.62,1.13,1.63,1.15,05:06:30,05:12:01,4.60,5.10,4.70,4.76,19.16,2.65,2.25,2.91,2.12,3.31,3.84,3.04,3.97,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8227,1,VMS 1 Fred,96,2,4/11/2021,4/11/2021 6:44 PM,6:52 PM,07:33,27.78,6.88,6.94,6.81,7.14,1.14,1.25,1.29,1.20,05:04:48,05:12:21,4.67,4.77,4.58,4.28,18.29,3.17,4.50,3.31,3.17,5.69,4.37,4.37,4.37,1.1,Unchecked,Unchecked,Unchecked,Checked,0,0,0,0,0,,70,
7553,1,VMS 2 Ethel,86,3,4/6/2021,4/6/2021 7:53 AM,8:03 AM,10:09,32.08,7.32,10.21,5.58,8.97,1.75,0.88,1.44,1.22,05:02:19,05:12:28,5.07,4.98,5.05,4.73,19.83,2.78,2.38,2.78,2.12,3.57,3.70,3.70,3.57,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
6345,1,VMS 1 Fred,74,5,4/8/2021,4/8/2021 4:18 AM,4:25 AM,07:14,28.77,5.05,9.17,6.66,7.89,1.84,1.32,1.61,1.03,05:05:23,05:12:37,4.84,4.86,4.99,4.81,19.50,2.51,2.25,1.85,2.65,3.97,3.57,3.84,2.78,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
6815,1,VMS 2 Ethel,126,4,4/7/2021,4/7/2021 3:29 PM,3:37 PM,08:34,30.75,5.22,10.38,5.25,9.90,1.82,1.03,1.94,0.98,05:04:11,05:12:45,4.44,4.47,4.51,4.41,17.82,2.25,2.25,2.38,1.85,2.91,3.31,2.91,3.57,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7672,1,VMS 2 Ethel,23,3,4/11/2021,4/11/2021 8:02 PM,8:12 PM,09:57,38.56,5.16,18.98,6.42,8.00,1.61,1.16,1.33,1.00,05:02:51,05:12:48,4.30,4.19,4.53,4.21,17.22,2.51,2.25,1.72,2.38,3.17,3.70,3.04,2.78,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7064,1,VMS 1 Fred,70,4,4/11/2021,4/11/2021 9:56 PM,10:02 PM,05:42,31.81,7.21,8.07,7.50,9.04,1.55,1.44,1.73,1.36,05:07:36,05:13:18,4.39,4.23,4.44,4.29,17.35,3.17,2.65,2.65,3.04,3.84,4.50,4.10,3.44,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8865,1,VMS 1 Fred,21,1,4/10/2021,4/10/2021 4:11 PM,4:17 PM,05:43,14.35,3.79,3.59,4.52,2.45,0.47,0.60,0.51,0.48,05:07:37,05:13:20,4.00,4.09,3.78,4.01,15.88,3.04,3.31,2.25,3.97,4.63,4.23,5.69,3.31,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8243,1,VMS 2 Ethel,44,2,4/8/2021,4/8/2021 1:24 PM,1:31 PM,06:34,14.99,7.39,7.61,0.00,0.00,1.42,0.56,0.46,1.45,05:06:47,05:13:21,0.00,0.00,4.40,4.29,8.69,2.12,2.38,0.00,0.00,3.17,2.91,0.00,0.00,,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,"RF, RR",60,"RF, RR"
7413,1,VMS 1 Fred,200,3,4/11/2021,4/11/2021 11:57 PM,12:03 AM,05:09,26.04,5.56,8.27,4.50,7.72,1.52,0.86,1.38,1.04,05:08:21,05:13:30,4.73,4.77,4.78,4.62,18.89,3.04,3.97,3.57,3.44,4.89,3.84,4.37,4.89,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
6643,1,VMS 1 Fred,23,5,4/9/2021,4/9/2021 7:56 AM,8:04 AM,08:00,29.21,5.89,7.14,7.28,8.91,1.34,1.30,1.70,0.97,05:05:33,05:13:33,4.27,4.27,4.33,4.62,17.49,1.98,1.72,2.38,1.98,3.04,3.04,3.17,3.17,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7553,1,VMS 1 Fred,86,3,4/6/2021,4/6/2021 6:39 PM,6:46 PM,06:29,28.02,6.26,9.26,5.00,7.50,1.74,0.87,1.41,1.21,05:07:09,05:13:38,5.13,4.85,5.00,4.79,19.76,2.91,2.65,3.17,1.46,3.70,4.10,2.51,4.10,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
6345,1,VMS 2 Ethel,72,5,4/6/2021,4/6/2021 11:15 PM,11:21 PM,06:40,32.41,5.78,9.92,7.41,9.30,1.91,1.37,1.75,1.14,05:07:30,05:14:10,4.65,4.62,4.87,4.75,18.89,2.78,2.38,2.25,2.78,3.44,3.57,3.70,2.91,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
6345,1,VMS 1 Fred,77,5,4/11/2021,4/11/2021 3:36 PM,3:42 PM,05:54,18.89,3.57,6.11,3.84,5.38,1.46,0.99,1.32,0.83,05:08:19,05:14:13,4.79,4.83,5.06,4.82,19.49,2.51,2.12,1.72,2.51,2.91,3.57,3.44,2.78,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7203,1,VMS 1 Fred,457,3,4/9/2021,4/9/2021 4:28 PM,4:38 PM,09:01,25.77,3.51,5.60,4.63,12.04,1.06,0.86,0.92,0.68,05:05:20,05:14:21,5.21,4.54,4.53,4.35,18.62,2.25,2.65,2.38,2.91,3.57,3.04,4.10,3.57,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7374,1,VMS 1 Fred,139,3,4/10/2021,4/10/2021 6:26 AM,6:32 AM,05:28,27.40,6.13,7.72,7.19,6.37,1.40,1.26,1.28,1.16,05:09:06,05:14:34,4.80,4.68,4.60,4.61,18.69,4.50,3.57,3.70,3.04,5.29,5.95,4.23,5.16,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7413,1,VMS 1 Fred,196,3,4/7/2021,4/7/2021 11:59 PM,12:05 AM,05:06,25.95,5.34,8.40,4.65,7.56,1.55,0.88,1.40,1.02,05:09:33,05:14:39,4.65,4.64,4.73,4.74,18.76,3.04,3.84,3.31,3.44,5.56,4.10,4.23,4.23,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7315,1,VMS 2 Ethel,147,3,4/7/2021,4/7/2021 10:48 PM,10:55 PM,07:04,25.97,6.17,5.38,7.54,6.88,1.09,1.40,1.31,1.17,05:07:47,05:14:51,4.51,4.51,4.37,4.50,17.89,2.25,3.84,3.17,4.10,5.16,3.84,5.29,4.10,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
6345,1,VMS 2 Ethel,73,5,4/7/2021,4/7/2021 12:52 PM,12:58 PM,06:13,32.39,6.06,9.88,7.19,9.26,1.84,1.33,1.75,1.15,05:09:08,05:15:21,4.64,4.67,4.64,4.55,18.49,2.78,2.38,2.51,2.91,3.17,3.70,3.84,3.84,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7463,1,VMS 2 Ethel,31,3,4/11/2021,4/11/2021 3:03 AM,3:14 AM,10:28,30.75,2.76,10.12,7.01,10.87,1.93,1.30,2.08,0.58,05:05:35,05:16:03,4.88,4.92,4.78,4.39,18.96,3.57,0.79,3.70,3.31,1.59,5.29,4.50,5.56,1.1,Unchecked,Checked,Unchecked,Unchecked,0,0,0,0,0,,74,
8090,1,VMS 1 Fred,82,2,4/6/2021,4/6/2021 2:22 AM,2:27 AM,05:30,24.58,4.63,7.19,5.03,7.74,1.42,1.04,1.42,0.93,05:10:58,05:16:28,4.48,4.90,4.53,5.12,19.03,3.31,3.57,2.91,3.31,4.76,5.03,4.23,3.97,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
18075,1,VMS 2 Ethel,279,2,4/9/2021,4/9/2021 10:34 PM,10:41 PM,07:46,26.06,6.42,6.88,5.14,7.63,1.24,0.90,1.34,1.12,05:08:47,05:16:33,4.44,4.44,4.31,4.44,17.62,2.78,3.04,3.17,2.78,4.10,4.23,3.57,4.50,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8227,1,VMS 1 Fred,93,2,4/8/2021,4/8/2021 2:46 AM,2:53 AM,07:05,26.68,6.11,6.04,7.32,7.21,1.16,1.29,1.29,1.18,05:09:31,05:16:36,4.64,4.65,4.72,4.27,18.29,3.44,3.97,3.04,3.04,6.88,4.63,4.23,4.10,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7514,1,VMS 2 Ethel,186,3,4/11/2021,4/11/2021 2:48 AM,2:56 AM,07:17,29.87,4.98,8.95,5.16,10.78,1.60,0.92,1.92,0.68,05:09:58,05:17:15,4.64,4.92,4.88,5.26,19.70,2.51,2.12,3.17,2.25,3.04,3.70,3.44,4.23,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8645,1,VMS 2 Ethel,54,1,4/7/2021,4/7/2021 11:13 PM,11:20 PM,06:28,13.91,4.01,,4.23,5.67,0.00,0.80,1.06,0.75,05:10:54,05:17:22,4.04,4.04,,4.03,12.11,,1.59,1.85,1.46,2.51,,2.38,2.78,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,,0,,65,
7681,1,VMS 1 Fred,79,3,4/6/2021,4/6/2021 9:16 PM,9:22 PM,06:07,37.94,9.08,8.86,10.03,9.96,1.39,1.44,1.45,1.31,05:11:22,05:17:29,4.99,4.85,4.74,4.86,19.43,2.78,3.17,2.78,2.91,4.10,3.84,4.23,3.70,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
18075,1,VMS 1 Fred,276,2,4/6/2021,4/6/2021 4:11 AM,4:13 AM,02:07,0.00,0.00,0.00,0.00,0.00,0.23,0.16,0.25,0.21,05:15:25,05:17:32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,All,74,All
7514,1,VMS 1 Fred,183,3,4/8/2021,4/8/2021 6:02 AM,6:08 AM,06:45,33.58,3.64,9.13,9.61,11.20,1.60,0.93,1.92,0.65,05:11:07,05:17:52,4.65,5.12,4.92,5.01,19.70,2.65,1.72,3.17,2.38,2.91,3.84,3.31,4.37,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7501,1,VMS 2 Ethel,174,3,4/9/2021,4/9/2021 1:38 PM,1:43 PM,05:02,26.81,2.14,8.51,6.44,9.72,1.38,1.24,1.57,0.47,05:12:53,05:17:55,4.12,4.11,3.82,4.16,16.21,3.31,1.06,4.23,3.31,1.72,5.03,4.63,6.08,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7514,1,VMS 1 Fred,185,3,4/10/2021,4/10/2021 9:32 PM,9:38 PM,06:00,24.69,2.76,7.41,4.67,9.85,1.47,0.90,1.87,0.56,05:11:58,05:17:58,4.53,4.83,4.51,5.02,18.89,2.38,1.32,3.04,2.12,2.51,3.44,3.17,4.23,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7261,1,VMS 1 Fred,37,4,4/7/2021,4/7/2021 8:38 PM,8:45 PM,06:40,35.43,7.96,9.19,8.58,9.70,1.77,1.61,1.84,1.56,05:11:20,05:18:00,5.06,4.83,4.99,5.01,19.90,2.25,1.98,2.25,2.12,2.78,2.91,2.78,3.44,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
8645,1,VMS 2 Ethel,56,1,4/9/2021,4/9/2021 1:59 PM,2:04 PM,05:23,13.76,3.90,,4.39,5.47,0.00,0.81,1.05,0.74,05:12:50,05:18:13,4.05,3.97,,3.89,11.92,,1.72,2.12,1.72,3.04,,2.65,2.91,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,,0,,74,
7667,1,VMS 2 Ethel,81,3,4/7/2021,4/7/2021 11:30 PM,11:35 PM,05:25,27.01,4.83,8.09,6.75,7.34,1.36,1.09,1.32,0.93,05:13:05,05:18:30,4.44,4.38,4.64,4.30,17.75,3.84,3.04,3.17,3.04,3.97,5.03,3.97,4.50,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8179,1,VMS 2 Ethel,107,2,4/10/2021,4/10/2021 9:04 PM,9:09 PM,05:33,24.49,6.02,6.37,6.02,6.08,1.14,1.08,1.10,1.11,05:13:02,05:18:35,4.11,4.04,4.07,4.00,16.21,2.91,3.04,2.78,3.04,3.84,4.10,4.10,3.97,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
18075,1,VMS 1 Fred,277,2,4/7/2021,4/7/2021 6:36 PM,6:43 PM,06:46,23.92,6.04,1.81,5.11,10.96,0.65,0.87,1.35,1.08,05:11:53,05:18:39,4.61,4.29,4.29,4.28,17.47,2.78,2.91,5.03,2.78,3.70,5.29,3.57,1.15,1.0,Unchecked,Checked,Unchecked,Unchecked,0,0,0,0,0,,74,
7064,1,VMS 2 Ethel,66,4,4/7/2021,4/7/2021 6:50 AM,6:57 AM,06:56,33.44,7.32,8.84,8.11,9.17,1.67,1.45,1.75,1.40,05:11:51,05:18:47,4.59,4.50,4.60,4.54,18.22,3.17,2.78,3.04,2.78,3.84,4.37,4.23,4.50,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
18075,1,VMS 1 Fred,277,2,4/7/2021,4/7/2021 7:30 AM,7:36 AM,06:29,24.65,5.34,6.97,5.03,7.32,1.23,0.87,1.31,1.03,05:12:30,05:18:59,4.32,4.43,4.39,4.41,17.55,3.44,2.91,3.57,2.91,3.97,4.50,3.70,4.37,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7672,1,VMS 2 Ethel,19,3,4/7/2021,4/7/2021 11:22 PM,11:29 PM,07:34,28.22,5.80,8.99,6.04,7.39,1.47,1.09,1.20,0.96,05:11:25,05:18:59,4.44,4.44,4.37,4.30,17.55,2.12,1.85,1.59,2.25,2.51,3.04,3.04,2.65,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
7578,1,VMS 2 Ethel,133,3,4/6/2021,4/6/2021 9:48 PM,9:54 PM,05:58,28.57,5.53,8.31,5.38,9.35,1.57,1.00,1.71,0.96,05:13:26,05:19:24,4.45,4.42,4.41,4.35,17.62,2.38,1.85,2.65,2.51,2.91,3.57,3.84,3.57,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7064,1,VMS 1 Fred,68,4,4/9/2021,4/9/2021 6:58 PM,7:04 PM,05:52,34.97,7.61,9.33,8.33,9.70,1.67,1.46,1.75,1.40,05:13:32,05:19:24,4.39,4.28,4.46,4.36,17.49,3.31,2.65,2.78,2.78,3.97,4.37,4.10,4.10,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
18075,1,VMS 1 Fred,278,2,4/8/2021,4/8/2021 4:25 PM,4:31 PM,06:12,25.88,6.59,6.92,5.03,7.34,1.29,0.88,1.29,1.10,05:13:15,05:19:27,4.33,4.44,4.43,4.36,17.55,3.17,3.04,2.78,2.91,4.10,4.23,3.97,4.23,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7047,1,VMS 2 Ethel,37,4,4/11/2021,4/11/2021 3:48 AM,3:54 AM,05:58,32.32,8.42,7.80,8.51,7.58,1.11,1.45,1.20,1.43,05:13:44,05:19:42,4.10,4.18,4.14,4.19,16.61,2.78,3.44,3.31,3.57,5.03,4.76,5.42,5.56,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8243,1,VMS 2 Ethel,46,2,4/10/2021,4/10/2021 9:19 PM,9:25 PM,06:11,32.65,8.49,10.49,8.49,5.18,1.45,1.42,0.96,1.50,05:13:34,05:19:45,4.98,4.51,4.47,4.53,18.49,2.65,3.04,2.12,3.31,4.37,3.70,4.63,2.91,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
18075,1,VMS 2 Ethel,276,2,4/6/2021,4/6/2021 9:53 AM,9:58 AM,05:51,24.89,6.11,6.28,5.25,7.25,1.18,0.85,1.28,1.06,05:14:05,05:19:56,4.46,4.50,4.45,4.34,17.75,3.44,2.78,3.17,2.91,3.57,4.50,3.97,4.10,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7553,1,VMS 1 Fred,88,3,4/8/2021,4/8/2021 1:26 PM,1:33 PM,07:27,30.25,8.05,8.91,5.89,7.41,1.67,0.87,1.39,1.25,05:13:06,05:20:33,4.92,4.92,4.84,4.68,19.35,2.65,2.25,2.51,1.85,3.31,3.70,2.91,3.84,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
